"","station_name","station_id","station_operator","prov","lat","lon","elev","climate_id","WMO_id","TC_id","date","year","month","day","qual","cool_deg_days","cool_deg_days_flag","dir_max_gust","dir_max_gust_flag","heat_deg_days","heat_deg_days_flag","max_temp","max_temp_flag","mean_temp","mean_temp_flag","min_temp","min_temp_flag","snow_grnd","snow_grnd_flag","spd_max_gust","spd_max_gust_flag","total_precip","total_precip_flag","total_rain","total_rain_flag","total_snow","total_snow_flag"
"106","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-14,"2018","02","14","",0,"",NA,"",15.6,"",6.7,"",2.4,"",-1.9,"",15,"",NA,"",6.5,"",NA,"M",NA,"M"
"107","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-15,"2018","02","15","",0,"",NA,"",17.5,"",4.2,"",0.5,"",-3.2,"",6,"",NA,"",0,"",NA,"M",NA,"M"
"108","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-16,"2018","02","16","",0,"",NA,"",15.1,"",5.7,"",2.9,"",0,"",9,"",NA,"",10.5,"",NA,"M",NA,"M"
"109","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-17,"2018","02","17","",0,"",32,"",16.8,"",2.3,"",1.2,"",0.1,"",6,"",35,"",24.8,"",NA,"M",NA,"M"
"110","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-18,"2018","02","18","",0,"",33,"",18.4,"",2.2,"",-0.4,"",-2.9,"",10,"",67,"",1.4,"",NA,"M",NA,"M"
"111","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-19,"2018","02","19","",0,"",31,"",20.9,"",2.2,"",-2.9,"",-8,"",9,"",54,"",0,"T",NA,"M",NA,"M"
"112","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-20,"2018","02","20","",0,"",NA,"",19.9,"",3.4,"",-1.9,"",-7.1,"",9,"",NA,"",0,"",NA,"M",NA,"M"
"113","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-21,"2018","02","21","",0,"",NA,"",23.1,"",-1.7,"",-5.1,"",-8.5,"",9,"",NA,"",0,"",NA,"M",NA,"M"
"114","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-22,"2018","02","22","",0,"",NA,"",19.7,"",6.2,"",-1.7,"",-9.5,"",8,"",NA,"",0,"",NA,"M",NA,"M"
"115","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-23,"2018","02","23","",0,"",NA,"",21.2,"",-0.9,"",-3.2,"",-5.5,"",9,"",NA,"",5.5,"",NA,"M",NA,"M"
"116","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-24,"2018","02","24","",0,"",NA,"",19.7,"",4.4,"",-1.7,"",-7.7,"",26,"",NA,"",7.6,"",NA,"M",NA,"M"
"117","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-25,"2018","02","25","",0,"",13,"",16.8,"",5.2,"",1.2,"",-2.8,"",17,"",37,"",18.1,"",NA,"M",NA,"M"
"118","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-26,"2018","02","26","",0,"",NA,"",18.6,"",4.5,"",-0.6,"",-5.6,"",13,"",NA,"",0,"",NA,"M",NA,"M"
"119","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-27,"2018","02","27","",0,"",NA,"",15.8,"",4.3,"",2.2,"",0,"",13,"",NA,"",6.7,"",NA,"M",NA,"M"
"120","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-02-28,"2018","02","28","",0,"",NA,"",16.6,"",2.8,"",1.4,"",-0.1,"",11,"",NA,"",13.7,"",NA,"M",NA,"M"
"121","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-01,"2018","03","01","",0,"",NA,"",14.2,"",9.2,"",3.8,"",-1.6,"",10,"",NA,"",12.3,"",NA,"M",NA,"M"
"122","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-02,"2018","03","02","",0,"",NA,"",15.8,"",6.4,"",2.2,"",-2,"",8,"",NA,"",0.2,"",NA,"M",NA,"M"
"123","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-03,"2018","03","03","",0,"",NA,"",13.6,"",9.9,"",4.4,"",-1.2,"",8,"",NA,"",0,"",NA,"M",NA,"M"
"124","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-04,"2018","03","04","",0,"",NA,"",14.4,"",8,"",3.6,"",-0.9,"",6,"",NA,"",0,"",NA,"M",NA,"M"
"125","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-05,"2018","03","05","",0,"",NA,"",16.1,"",5.1,"",1.9,"",-1.3,"",3,"",NA,"",0,"",NA,"M",NA,"M"
"126","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-06,"2018","03","06","",0,"",NA,"",13.4,"",10.2,"",4.6,"",-1,"",3,"",NA,"",0,"",NA,"M",NA,"M"
"127","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-07,"2018","03","07","",0,"",NA,"",14.7,"",10.2,"",3.3,"",-3.7,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"128","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-08,"2018","03","08","",0,"",NA,"",14.2,"",5.6,"",3.8,"",1.9,"",NA,"",NA,"",12.5,"",NA,"M",NA,"M"
"129","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-09,"2018","03","09","",0,"",NA,"",13.5,"",9.9,"",4.5,"",-0.9,"",0,"T",NA,"",1.7,"",NA,"M",NA,"M"
"130","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-10,"2018","03","10","",0,"",NA,"",13.2,"",12.5,"",4.8,"",-2.9,"",0,"T",NA,"",0,"",NA,"M",NA,"M"
"131","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-11,"2018","03","11","",0,"",NA,"",10.1,"",16.9,"",7.9,"",-1.2,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"132","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-12,"2018","03","12","",0,"",NA,"",7.6,"",19.1,"",10.4,"",1.6,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"133","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-13,"2018","03","13","",0,"",NA,"",10.6,"",10.2,"",7.4,"",4.6,"",NA,"",NA,"",8.3,"",NA,"M",NA,"M"
"134","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-14,"2018","03","14","",0,"",NA,"",10.8,"",11,"",7.2,"",3.3,"",NA,"",NA,"",1.9,"",NA,"M",NA,"M"
"135","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-15,"2018","03","15","",0,"",NA,"",11.2,"",14.9,"",6.8,"",-1.3,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"136","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-16,"2018","03","16","",NA,"M",NA,"",NA,"M",NA,"M",NA,"M",-0.8,"E",NA,"",NA,"",NA,"M",NA,"M",NA,"M"
"137","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-17,"2018","03","17","",0,"",NA,"",10.1,"",13.4,"",7.9,"",2.4,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"138","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-18,"2018","03","18","",0,"",NA,"",11.8,"",12.6,"",6.2,"",-0.2,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"139","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-19,"2018","03","19","",0,"",NA,"",11,"",10.1,"",7,"",3.8,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"140","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-20,"2018","03","20","",0,"",NA,"",12,"",10.1,"",6,"",1.9,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"141","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-21,"2018","03","21","",0,"",NA,"",10.7,"",14.8,"",7.3,"",-0.2,"",NA,"",NA,"",0.8,"",NA,"M",NA,"M"
"142","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-22,"2018","03","22","",0,"",13,"",13.7,"",6.5,"",4.3,"",2,"",NA,"",35,"",24,"",NA,"M",NA,"M"
"143","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-23,"2018","03","23","",0,"",NA,"",13.9,"",7.5,"",4.1,"",0.7,"",0,"T",NA,"",10.3,"",NA,"M",NA,"M"
"144","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-24,"2018","03","24","",0,"",NA,"",13.9,"",9,"",4.1,"",-0.9,"",0,"T",NA,"",0.2,"",NA,"M",NA,"M"
"145","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-25,"2018","03","25","",0,"",15,"",13,"",9.5,"",5,"",0.4,"",0,"T",32,"",2.3,"",NA,"M",NA,"M"
"146","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-26,"2018","03","26","",0,"",NA,"",13.5,"",6,"",4.5,"",3,"",0,"T",NA,"",29.3,"",NA,"M",NA,"M"
"147","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-27,"2018","03","27","",0,"",NA,"",9.2,"",13.3,"",8.8,"",4.2,"",0,"T",NA,"",27.3,"",NA,"M",NA,"M"
"148","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-28,"2018","03","28","",0,"",NA,"",9.7,"",12.3,"",8.3,"",4.3,"",NA,"",NA,"",1.2,"",NA,"M",NA,"M"
"149","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-29,"2018","03","29","",0,"",NA,"",12,"",9,"",6,"",2.9,"",NA,"",NA,"",2.1,"",NA,"M",NA,"M"
"150","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-30,"2018","03","30","",0,"",12,"",8.5,"",14.7,"",9.5,"",4.2,"",NA,"",35,"",0.5,"",NA,"M",NA,"M"
"151","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-03-31,"2018","03","31","",0,"",NA,"",10.4,"",15.1,"",7.6,"",0,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"152","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-01,"2018","04","01","",0,"",13,"",10.4,"",11.6,"",7.6,"",3.5,"",NA,"",41,"",1.3,"",NA,"M",NA,"M"
"153","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-02,"2018","04","02","",0,"",17,"",13.1,"",11.6,"",4.9,"",-1.8,"",NA,"",33,"",0,"T",NA,"M",NA,"M"
"154","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-03,"2018","04","03","",0,"",18,"",13,"",8.5,"",5,"",1.5,"",NA,"",33,"",1.2,"",NA,"M",NA,"M"
"155","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-04,"2018","04","04","",0,"",NA,"",11.3,"",10.5,"",6.7,"",2.9,"",0,"T",NA,"",0.9,"",NA,"M",NA,"M"
"156","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-05,"2018","04","05","",0,"",NA,"",11.8,"",7.8,"",6.2,"",4.5,"",NA,"",NA,"",23.3,"",NA,"M",NA,"M"
"157","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-06,"2018","04","06","",0,"",NA,"",6.9,"",16.6,"",11.1,"",5.6,"",NA,"",NA,"",4.5,"",NA,"M",NA,"M"
"158","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-07,"2018","04","07","",0,"",NA,"",9.4,"",10.4,"",8.6,"",6.7,"",NA,"",NA,"",20.4,"",NA,"M",NA,"M"
"159","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-08,"2018","04","08","",0,"",15,"",7.7,"",14.8,"",10.3,"",5.7,"",NA,"",35,"",0.7,"",NA,"M",NA,"M"
"160","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-09,"2018","04","09","",0,"",NA,"",6.3,"",14.7,"",11.7,"",8.7,"",NA,"",NA,"",0.2,"",NA,"M",NA,"M"
"161","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-10,"2018","04","10","",0,"",17,"",7.8,"",14.5,"",10.2,"",5.9,"",NA,"",52,"",6.5,"",NA,"M",NA,"M"
"162","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-11,"2018","04","11","",0,"",NA,"",10.8,"",8.6,"",7.2,"",5.8,"",NA,"",NA,"",15.1,"",NA,"M",NA,"M"
"163","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-12,"2018","04","12","",0,"",NA,"",9.6,"",11.9,"",8.4,"",4.8,"",NA,"",NA,"",2.1,"",NA,"M",NA,"M"
"164","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-13,"2018","04","13","",0,"",11,"",11.1,"",9.2,"",6.9,"",4.6,"",NA,"",35,"",32.9,"",NA,"M",NA,"M"
"165","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-14,"2018","04","14","",0,"",NA,"",8.8,"",13.1,"",9.2,"",5.2,"",NA,"",NA,"",0,"T",NA,"M",NA,"M"
"166","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-15,"2018","04","15","",0,"",NA,"",8.3,"",14.4,"",9.7,"",5,"",NA,"",NA,"",2.8,"",NA,"M",NA,"M"
"167","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-16,"2018","04","16","",0,"",16,"",8.6,"",11.8,"",9.4,"",6.9,"",NA,"",37,"",1.2,"",NA,"M",NA,"M"
"168","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-17,"2018","04","17","",0,"",12,"",9.2,"",12.1,"",8.8,"",5.4,"",NA,"",39,"",0.4,"",NA,"M",NA,"M"
"169","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-18,"2018","04","18","",0,"",NA,"",9.3,"",15.8,"",8.7,"",1.6,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"170","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-19,"2018","04","19","",0,"",NA,"",9.8,"",15.7,"",8.2,"",0.6,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"171","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-20,"2018","04","20","",0,"",19,"",7.2,"",15.5,"",10.8,"",6.1,"",NA,"",32,"",3.5,"",NA,"M",NA,"M"
"172","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-21,"2018","04","21","",0,"",16,"",7.3,"",15.3,"",10.7,"",6,"",NA,"",37,"",17,"",NA,"M",NA,"M"
"173","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-22,"2018","04","22","",0,"",NA,"",9.4,"",16.7,"",8.6,"",0.5,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"174","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-23,"2018","04","23","",0,"",NA,"",6.2,"",22.6,"",11.8,"",1,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"175","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-24,"2018","04","24","",0,"",NA,"",4.7,"",23.5,"",13.3,"",3,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"176","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-25,"2018","04","25","",0,"",NA,"",1.7,"",27.8,"",16.3,"",4.8,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"177","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-26,"2018","04","26","",0.5,"",NA,"",0,"",29.2,"",18.5,"",7.8,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
"178","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-27,"2018","04","27","",0,"",14,"",1.4,"",24.7,"",16.6,"",8.4,"",NA,"",39,"",0,"",NA,"M",NA,"M"
"179","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-28,"2018","04","28","",0,"",NA,"",5.9,"",15.1,"",12.1,"",9.1,"",NA,"",NA,"",2.2,"",NA,"M",NA,"M"
"180","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-29,"2018","04","29","",0,"",NA,"",8,"",12.1,"",10,"",7.9,"",NA,"",NA,"",11.5,"",NA,"M",NA,"M"
"181","SQUAMISH AIRPORT",336,NA,"BC",49.78,-123.16,53.7,"10476F0","71207","WSK",2018-04-30,"2018","04","30","",0,"",NA,"",6.1,"",15.1,"",11.9,"",8.7,"",NA,"",NA,"",0,"",NA,"M",NA,"M"
